date,price,daily_return,annualized_return,time_period
2024-03-15,3746.264631792199,,,0 days
2024-03-16,3517.417206963629,-0.06108682843344426,0.9389131715665557,1 days
2024-03-17,3575.163334520975,0.01641719595930291,1.016417195959303,2 days
2024-03-18,3500.4201788205896,-0.020906221256713486,0.9790937787432865,3 days
2024-03-19,3286.307766737762,-0.061167631639859166,0.9388323683601408,4 days
2024-03-20,3498.995286342324,0.06471929432698631,1.0647192943269863,5 days
2024-03-21,3493.325557186674,-0.0016203877661056243,0.9983796122338944,6 days
2024-03-22,3310.9634080322226,-0.05220302149603129,0.9477969785039687,7 days
2024-03-23,3353.7177082293374,0.012912948567596727,1.0129129485675967,8 days
2024-03-24,3459.126652217262,0.03143047601450544,1.0314304760145054,9 days
2024-03-25,3613.025852300492,0.04449076762904358,1.0444907676290436,10 days
2024-03-26,3579.0687205602594,-0.009398529965848779,0.9906014700341512,11 days
2024-03-27,3532.855526215713,-0.012912072372086913,0.9870879276279131,12 days
2024-03-28,3562.168455116327,0.008297233974923879,1.0082972339749239,13 days
2024-03-29,3515.292804590502,-0.013159302014057683,0.9868406979859423,14 days
2024-03-30,3522.8804286723093,0.0021584614720853157,1.0021584614720853,15 days
2024-03-31,3628.356586951768,0.02994031742349268,1.0299403174234927,16 days
2024-04-01,3505.15063135316,-0.03395640771408159,0.9660435922859184,17 days
2024-04-02,3278.209918163509,-0.06474492455750491,0.9352550754424951,18 days
2024-04-03,3311.9978802807045,0.01030683298527868,1.0103068329852787,19 days
2024-04-04,3308.4705569658163,-0.0010650137597881804,0.9989349862402118,20 days
2024-04-05,3323.7241840621928,0.004610476905789751,1.0046104769057898,21 days
2024-04-06,3339.9903845472727,0.0048939682068323,1.0048939682068323,22 days
2024-04-07,3419.6552529093283,0.023851825661125092,1.023851825661125,23 days
2024-04-08,3683.568432619582,0.07717537593467205,1.077175375934672,24 days
2024-04-09,3490.663048522229,-0.052369159858438596,0.9476308401415614,25 days
2024-04-10,3560.727203585198,0.020071875769456016,1.020071875769456,26 days
2024-04-11,3525.1092234064954,-0.010003007290993793,0.9899969927090062,27 days
2024-04-12,3216.428493889278,-0.08756628800821198,0.912433711991788,28 days
2024-04-13,2964.058263491534,-0.07846287609912939,0.9215371239008706,29 days
2024-04-14,3114.612511589183,0.050793282288689845,1.0507932822886898,30 days
2024-04-15,3084.1075994290413,-0.009794127534849317,0.9902058724651507,31 days
2024-04-16,3107.383470733049,0.007547036072385049,1.007547036072385,32 days
2024-04-17,3075.6892535044417,-0.01019964787967742,0.9898003521203226,33 days
2024-04-18,3017.078841148627,-0.019056025340997595,0.9809439746590024,34 days
2024-04-19,3057.341598339863,0.013344946987168482,1.0133449469871685,35 days
2024-04-20,3121.9529830192428,0.021133191238579263,1.0211331912385793,36 days
2024-04-21,3139.2637683928524,0.005544857807841863,1.0055448578078419,37 days
2024-04-22,3196.5254107940686,0.018240468665852605,1.0182404686658526,38 days
2024-04-23,1793.6485574894834,-0.4388755517373122,0.5611244482626878,39 days
2024-04-24,3131.352672729241,0.7458005692665359,1.745800569266536,40 days
2024-04-25,3144.669505987244,0.004252741434709106,1.004252741434709,41 days
2024-04-26,3081.523732839498,-0.020080257409410107,0.9799197425905899,42 days
2024-04-27,3302.125533510696,0.07158854508250778,1.0715885450825078,43 days
2024-04-28,3242.1663147551417,-0.018157764793335418,0.9818422352066646,44 days
2024-04-29,3158.379578408083,-0.025842824893264726,0.9741571751067353,45 days
2024-04-30,2975.574024554382,-0.057879538958341525,0.9421204610416585,46 days
2024-05-01,2950.210386370808,-0.008523947975843882,0.9914760520241561,47 days
2024-05-02,2996.55624297027,0.01570933951475717,1.0157093395147572,48 days
2024-05-03,3081.803842963973,0.02844852326522762,1.0284485232652276,49 days
2024-05-04,3131.7222788557456,0.016197797924660584,1.0161977979246606,50 days
2024-05-05,3116.7846117300087,-0.004769793038990278,0.9952302069610097,51 days
2024-05-06,3092.2964128882813,-0.007856878768448095,0.9921431212315519,52 days
2024-05-07,3021.5687092469607,-0.022872226396711826,0.9771277736032882,53 days
2024-05-08,2980.4769618354944,-0.013599474764784403,0.9864005252352156,54 days
2024-05-09,3026.925497976419,0.015584262765889534,1.0155842627658895,55 days
2024-05-10,2934.0996838596016,-0.030666699322092428,0.9693333006779076,56 days
2024-05-11,2934.0996838596016,0.0,1.0,57 days
2024-05-12,2934.489041226792,0.00013270079722649264,1.0001327007972265,58 days
2024-05-13,2936.528062753877,0.0006948472113674775,1.0006948472113675,59 days
2024-05-14,2979.365652407224,0.014587835953855599,1.0145878359538556,60 days
2024-05-15,3003.8575750770624,0.00822051588399364,1.0082205158839936,61 days
2024-05-16,2936.706120062059,-0.0223550728810038,0.9776449271189962,62 days
2024-05-17,3111.405167201451,0.059488093121044194,1.0594880931210442,63 days
2024-05-18,3092.745315728793,-0.005997242554380056,0.9940027574456199,64 days
2024-05-19,3082.37846002945,-0.003351991399556997,0.996648008600443,65 days
2024-05-20,3691.331419813396,0.1975594391410742,1.1975594391410742,66 days
2024-05-21,3832.494863462543,0.03824187741351137,1.0382418774135114,67 days
2024-05-22,3774.697627974601,-0.015080838343439873,0.9849191616565601,68 days
2024-05-23,3780.234509978874,0.0014668412015941268,1.0014668412015941,69 days
2024-05-24,3727.875294269332,-0.01385078506937254,0.9861492149306275,70 days
2024-05-25,3751.077824444429,0.006224062862501212,1.0062240628625012,71 days
2024-05-26,3865.343856058877,0.03046218632677178,1.0304621863267718,72 days
2024-05-27,3912.5411004582816,0.012210361136545167,1.0122103611365452,73 days
2024-05-28,3845.824532418693,-0.017051978835896264,0.9829480211641037,74 days
2024-05-29,3767.927233444656,-0.020255032000912943,0.9797449679990871,75 days
2024-05-30,3745.996432419135,-0.005820388682366229,0.9941796113176338,76 days
2024-05-31,3762.746886431932,0.004471561656554934,1.004471561656555,77 days
2024-06-01,3811.636287099633,0.012993008071840118,1.0129930080718401,78 days
