date,price,daily_return,annualized_return,time_period
2024-05-26,0.0559124090027014,0.03231992274277529,1.0323199227427753,72 days
2024-05-27,0.05595714678911,0.000800140562829954,1.00080014056283,73 days
2024-05-28,0.0561793400875758,0.0039707760530249825,1.003970776053025,74 days
2024-05-29,0.0558397922393487,-0.006043998517921256,0.9939560014820787,75 days
2024-05-30,0.054777600255395,-0.019022133524436824,0.9809778664755632,76 days
2024-05-31,0.0557779720980617,0.01826242548053525,1.0182624254805352,77 days
2024-06-01,0.0562768731653304,0.008944410284253301,1.0089444102842533,78 days
2024-06-02,0.0557882058035194,-0.008683271374644308,0.9913167286253557,79 days
2024-06-03,0.0546085842519088,-0.02114464042391162,0.9788553595760884,80 days
2024-06-04,0.05399671533299,-0.011204628856449683,0.9887953711435503,81 days
2024-06-05,0.054241228005192,0.0045282878911083735,1.0045282878911084,82 days
2024-06-06,0.0537558496571796,-0.008948513259433244,0.9910514867405668,83 days
2024-06-07,0.0531782286456615,-0.010745268007143371,0.9892547319928566,84 days
2024-06-08,0.053104703393003,-0.0013826194390266222,0.9986173805609734,85 days
2024-06-09,0.0531469652568939,0.0007958214845518174,1.0007958214845518,86 days
2024-06-10,0.0528039428394751,-0.006454223976115059,0.9935457760238849,87 days
2024-06-11,0.0519306400470654,-0.01653859059473184,0.9834614094052682,88 days
2024-06-12,0.0520857700849437,0.0029872544944122836,1.0029872544944123,89 days
2024-06-13,0.0520483900210434,-0.0007176636505390466,0.999282336349461,90 days
2024-06-14,0.0526952085729003,0.01242725378432219,1.0124272537843222,91 days
2024-06-15,0.0537680276618598,0.020358949475934418,1.0203589494759344,92 days
2024-06-16,0.054346389071894,0.010756604532184744,1.0107566045321847,93 days
2024-06-17,0.0529048509431836,-0.026525002917919926,0.9734749970820801,94 days
2024-06-18,0.0533802866789027,0.008986618944067937,1.008986618944068,95 days
2024-06-19,0.0546707759500853,0.024175390419786558,1.0241753904197866,96 days
2024-06-20,0.0541993901874248,-0.008622262158687444,0.9913777378413126,97 days
2024-06-21,0.0548247203076033,0.011537585903016012,1.011537585903016,98 days
2024-06-22,0.0543460619506788,-0.008730703125139572,0.9912692968748604,99 days
2024-06-23,0.05396108539691,-0.007083798530207908,0.9929162014697921,100 days
2024-06-24,0.0554882273861882,0.028300801921335106,1.028300801921335,101 days
2024-06-25,0.0549171981666704,-0.010290997683950809,0.9897090023160492,102 days
2024-06-26,0.0554153230237595,0.009070471067684771,1.0090704710676848,103 days
2024-06-27,0.0558421183962348,0.007701757369388718,1.0077017573693887,104 days
2024-06-28,0.0558935729032658,0.0009214282786675909,1.0009214282786676,105 days
2024-06-29,0.0554282023513636,-0.00832601187810278,0.9916739881218972,106 days
2024-06-30,0.0548662387196883,-0.010138586637051139,0.9898614133629489,107 days
2024-07-01,0.054789531660863,-0.0013980739452033042,0.9986019260547967,108 days
2024-07-02,0.0550559912031981,0.004863329440091491,1.0048633294400915,109 days
2024-07-03,0.0547195099654478,-0.006111618924604101,0.9938883810753959,110 days
2024-07-04,0.0537182039712238,-0.01829888452685824,0.9817011154731418,111 days
2024-07-05,0.0527140288431632,-0.018693386111689914,0.9813066138883101,112 days
2024-07-06,0.0527577587261165,0.0008295682176637786,1.0008295682176638,113 days
2024-07-07,0.0523066221558966,-0.008551094305614959,0.991448905694385,114 days
2024-07-08,0.0533011923450592,0.019014230859686343,1.0190142308596863,115 days
2024-07-09,0.0528758763176295,-0.007979484298893391,0.9920205157011066,116 days
2024-07-10,0.0537367949408585,0.016281879056857518,1.0162818790568575,117 days
2024-07-11,0.054082743285728,0.006437829893841673,1.0064378298938417,118 days
2024-07-12,0.0539174873504988,-0.0030556130327215048,0.9969443869672785,119 days
2024-07-13,0.0536115804694945,-0.005673611587567184,0.9943263884124328,120 days
2024-07-14,0.0533238486468945,-0.005366971465497361,0.9946330285345026,121 days
2024-07-15,0.0538017255839757,0.008961786315268672,1.0089617863152687,122 days
2024-07-16,0.0530506844832344,-0.013959424025704381,0.9860405759742956,123 days
2024-07-17,0.0529306203341633,-0.0022631969830482213,0.9977368030169518,124 days
2024-07-18,0.0534830642974616,0.010437133738667725,1.0104371337386677,125 days
2024-07-19,0.0524859468815132,-0.018643610440917224,0.9813563895590828,126 days
2024-07-20,0.0523569145943154,-0.002458415916342216,0.9975415840836578,127 days
2024-07-21,0.051886270023433,-0.008989157870152753,0.9910108421298472,128 days
2024-07-22,0.0510701447131616,-0.015729118896055105,0.9842708811039449,129 days
2024-07-23,0.0527660867233282,0.0332080909441701,1.03320809094417,130 days
2024-07-24,0.0508867601375589,-0.03561618271264444,0.9643838172873556,131 days
2024-07-25,0.0482809956752363,-0.051207120580650134,0.9487928794193499,132 days
2024-07-26,0.0480371279444231,-0.005051008733406803,0.9949489912665932,133 days
2024-07-27,0.0477658986497987,-0.005646242942296653,0.9943537570577033,134 days
2024-07-28,0.0479794046642715,0.00446984188527777,1.0044698418852778,135 days
2024-07-29,0.0496545507524883,0.034913857308951135,1.0349138573089511,136 days
2024-07-30,0.0494974831631742,-0.003163206331218915,0.9968367936687811,137 days
2024-07-31,0.0498682045270575,0.007489701297764606,1.0074897012977646,138 days
2024-08-01,0.049080438036828,-0.015796969185086107,0.9842030308149139,139 days
2024-08-02,0.0484411709433084,-0.013024885658924235,0.9869751143410758,140 days
2024-08-03,0.0478958654259736,-0.011257067216087435,0.9887429327839126,141 days
2024-08-04,0.0462226928333596,-0.03493354964427997,0.96506645035572,142 days
2024-08-05,0.0447970613994124,-0.03084267372926186,0.9691573262707381,143 days
2024-08-06,0.0436656334970926,-0.025256743790221914,0.9747432562097781,144 days
2024-08-07,0.042498982500366,-0.026717830552126842,0.9732821694478732,145 days
2024-08-08,0.0434175424131599,0.021613691875705054,1.021613691875705,146 days
2024-08-09,0.0429042038855788,-0.011823297659185439,0.9881767023408146,147 days
2024-08-10,0.0427323682010413,-0.004005101341485462,0.9959948986585145,148 days
2024-08-11,0.0435454597496852,0.019027533059215784,1.0190275330592158,149 days
2024-08-12,0.0459910350928373,0.0561614312309513,1.0561614312309513,150 days
2024-08-13,0.0447356058854367,-0.027297259234683402,0.9727027407653166,151 days
2024-08-14,0.0451956743784143,0.01028416814462707,1.010284168144627,152 days
2024-08-15,0.0447204734083836,-0.01051430201155834,0.9894856979884417,153 days
2024-08-16,0.0440834887479356,-0.014243692248762874,0.9857563077512371,154 days
2024-08-17,0.0440103439923113,-0.0016592324632591637,0.9983407675367408,155 days
2024-08-18,0.0446465064810198,0.01445484018074561,1.0144548401807456,156 days
2024-08-19,0.0443113670990943,-0.0075065085342787,0.9924934914657213,157 days
2024-08-20,0.043641851943655,-0.01510933196762032,0.9848906680323797,158 days
2024-08-21,0.0430949052168795,-0.012532619547897417,0.9874673804521026,159 days
2024-08-22,0.0433394988053996,0.0056756961707922216,1.0056756961707922,160 days
2024-08-23,0.0431789505997258,-0.003704431525493268,0.9962955684745067,161 days
2024-08-24,0.0431628266784056,-0.000373420870499408,0.9996265791295006,162 days
2024-08-25,0.042905706380315,-0.005956984699040491,0.9940430153009595,163 days
2024-08-26,0.0426560729229691,-0.005818187798451668,0.9941818122015483,164 days
2024-08-27,0.0413718606623999,-0.030106199951606127,0.9698938000483939,165 days
2024-08-28,0.0428757811847738,0.03635129042529894,1.036351290425299,166 days
2024-08-29,0.0426633105412334,-0.004955493233458674,0.9950445067665413,167 days
2024-08-30,0.0426862925795582,0.0005386838956762396,1.0005386838956762,168 days
2024-08-31,0.0426315093862967,-0.0012833907549922863,0.9987166092450077,169 days
2024-09-01,0.0423215386581539,-0.007270930178288282,0.9927290698217117,170 days
2024-09-02,0.0430398748178628,0.016973299707063072,1.016973299707063,171 days
2024-09-03,0.0423168010692689,-0.01680008949035794,0.9831999105096421,172 days
2024-09-04,0.0423889974587367,0.0017060927963250538,1.001706092796325,173 days
2024-09-05,0.0422414605759185,-0.0034805466433079912,0.996519453356692,174 days
2024-09-06,0.0412514649567182,-0.023436585896953854,0.9765634141030461,175 days
2024-09-07,0.0420685220421657,0.019806741077068812,1.0198067410770688,176 days
2024-09-08,0.0420367410978132,-0.0007554566409688768,0.9992445433590311,177 days
2024-09-09,0.0413346058773408,-0.01670289375759726,0.9832971062424027,178 days
2024-09-10,0.0414149762336816,0.0019443842425714841,1.0019443842425715,179 days
2024-09-11,0.0408114854620511,-0.01457180050582041,0.9854281994941796,180 days
2024-09-12,0.0405514794866625,-0.006370902025371383,0.9936290979746286,181 days
2024-09-13,0.0404679569363782,-0.002059667152508604,0.9979403328474914,182 days
2024-09-14,0.0402821477879647,-0.004591512951978793,0.9954084870480212,183 days
2024-09-15,0.0392410028126109,-0.025846312387167836,0.9741536876128322,184 days
