lp_address,time_period,profitability,max_net_value
0xc28e566939be215a1080416ef2f66e06693ee162,0 days 03:00:00,1.0093342356272497,233228.8966746604
0xb21037cd9b6e05ce1ed6be9b27130d6b47dedc51,5 days 18:00:00,1.046437186257252,160.51329177927104
0x2d2362f2a521a6c178106640ccb0cd35d39ccf90,5 days 06:00:00,1.0603599604963114,110773.5786287957
0x8160cd93ae1dc689d57a5b4a898925e6454ca25c,17 days 10:00:00,0.8347384053679876,2052.7138201174093
0xfa797ceb05d10bd2582d213b48d1b5a28f745bfe,9 days 17:00:00,0.957228772692129,19765.270595622263
0x60066c3abd04de7ab1b78908f3218db452244335,2 days 04:00:00,1.000387433715875,909.01693641054
0x91706a97e3e677920cd93162dafc9a39a3b3a3c3,1 days 03:00:00,1.0185206487978835,17.997009514517362
0x31250df85d5b3010a20b05812b0e3c0a190af19e,4 days 20:00:00,0.9986401101179108,61.45653611390461
0x400c335e37dffe65943018f5b5f1b6f54bb7d855,54 days 04:00:00,0.6713492322770339,6.162962381794396
0x875d0dc692c436ef714e493e10f734a343fd70bb,8 days 21:00:00,1.0437434532675471,606.29674459756
0x4b6af9753b06e60106d219e3251b7f468a060476,21 days 04:00:00,0.9204355664849024,2787.909184404623
0xbee85d2d1139bed04580ad4d1cdbec0f7d2f0ce7,33 days 09:00:00,0.8956612643236206,1476.7672086915916
0x45c26c2f79c4f6d579e5e93b6f8fb598ab1974ca,3 days 09:00:00,0.8665623476096388,1020.459667392989
0x0caede3439f86f6e048869eaf8b458fd4cd046ab,13 days 04:00:00,1.0300471930292718,3290.5848924148554
0x1f64094b8815644825be19580d25b8260fb9ca57,175 days 21:00:00,1.0969751860500483,101.61717276742571
0x968f0f353403d2b6b48c0193db1ed0af8eb385c7,5 days 00:00:00,0.935113775127582,13401.21603942163
0x0cba65673e139b27f345c8a1ea77be83c1cf0e66,2 days 19:00:00,0.9861418589487324,982.4972663065968
0xb37538f2d3629335b572678904b60dc9842c82d4,4 days 01:00:00,0.995791547598515,125274.06580296162
0xef6a978da691d876b61b1afb4afb397cc3d3cebf,1 days 18:00:00,0.9767134882408656,397.0891989983359
0xc1525207619603cf152d1af4a3ef5de7ed509ae6,0 days 01:00:00,1.0,20.414661253483786
0xe2fde29cdc799c1c2c00079aa038bd6c52e7bf3f,14 days 05:00:00,1.032494350946728,3186.445509900434
0xdd69fe64f667611450331905087ce1f686d02889,177 days 14:00:00,2.1724800738101013,104.99518610032445
0x7f429edeff8afc7bb3a2cf7db832fc86f6fa99da,0 days 00:00:00,1.0,0.0
0x9a3922ea22deb0fb091b4af89dce9d2c89e312da,16 days 15:00:00,0.981014098379775,197.54729858999423
0x003b810c511360f169fc55d5c8e6e8f4f4410caf,2 days 09:00:00,0.9839760457426064,75354.15689182025
0xbfd56a31db2a6307e0903d58b4ff1d38d8ba63ef,28 days 00:00:00,0.9757099521094532,581.0163098628177
0x5cb72b41a812d0ab604802aefc0f7bbe99edec06,3 days 15:00:00,1.020305973529263,41.93887011971631
0x3c55c01d4eda1106a29a411070210083bc67dad6,20 days 15:00:00,0.9418154960284958,22990.630935364257
0x61424d9c3a4f9aeec3de0daaad6cf72edc9e0fb0,8 days 18:00:00,1.0265339086102214,5077.910951979602
0x1213f27ba2441b3d1db8e610c850d9ea9ab9f4cb,0 days 01:00:00,0.99994166939802,5039.941947866777
0x667c1008401eeba65e0b4f266621e805dedce283,3 days 00:00:00,0.970152288178356,10787.825582489371
0xfcbf25307c476c17e72956c84bea7d3935fe1976,0 days 04:00:00,1.003446197262495,7141.061847687716
0xd09f16830172e6073e8e5ee5053f35010f1c7d7a,184 days 23:00:00,1.7856614899762884,802876.6815921227
0xccc280e9f1920e5895d6d928ea98ebf79579a960,1 days 17:00:00,1.0119632372827123,192.06094966346475
0xc0860010673adfc8fd0fa8bb9e5c3a57ec6ce59c,5 days 18:00:00,1.001919766546325,27315.54179324359
0x1b6b8f503bf996184f7140b481b891145b533290,78 days 03:00:00,0.9784836117514072,30208.86213349988
0x0156a98f1b82045c10cab22a0640f808fe21beea,2 days 04:00:00,1.0187389014565202,125497.58998202247
0x0e5f12b4aae2d93105fddbb4d1ada84ba1046593,8 days 00:00:00,0.934836217171508,97.33510372454025
0xd209d61f684277e91f016e345ef2e94af71a3b95,0 days 07:00:00,0.9983618582120504,452.95417263722777
0x951089832043c108db9bd7fd7278b48a911354c6,4 days 00:00:00,0.9647099176618918,25786.65904141655
0xb943996decaa356b0ead8eaf1c4ec45567876667,26 days 03:00:00,0.990603216434741,15115.467031059576
0x6b75d8af000000e20b7a7ddf000ba900b4009a80,74 days 07:00:00,1.0,0.0
0x3bc1588f8d987c9ed07b3796aa50ccbf10514326,53 days 14:00:00,1.0,0.0
0xead9bb7722c61d690067cc99b12e3383c377659c,0 days 05:00:00,1.0016562619441969,7.944204130165928
0x62fe36679affc4727cc7a0233d7daef4453a948b,13 days 05:00:00,1.0152747839141223,5662.200145995449
0x6462cb559040e98d27eecc9b0ee8b8b3cd259b1b,27 days 22:00:00,0.9610084914380608,2277.4702519482034
0x70909e08089e750fc1320a0bf02b2219f3f0df79,0 days 04:00:00,1.0001546657386724,1500.241237412058
0x2ffeddbf90edeac326935bcc85a86a1a0bf45d16,0 days 03:00:00,1.0145943405064248,1229.4032410171676
0x704bce9e72ae3115e4d85998d6ae4341432518ff,32 days 20:00:00,0.871935513222456,30368.368161066985
0xbdf5c2d6c5a42f6739581d982e5b5a511a04af1a,14 days 09:00:00,0.93635704363611,125373.7770978248
